15:42:26,-0.000671
15:42:26,-0.000427
15:42:26,-0.000519
15:42:26,-0.000519
15:42:26,-0.000854
15:42:26,-0.000885
15:42:26,-0.000702
15:42:26,-0.000519
15:42:26,-0.000854
15:42:26,-0.000732
15:42:26,-0.000702
15:42:26,-0.000580
15:42:26,-0.000549
15:42:26,-0.000427
15:42:26,-0.000793
15:42:26,-0.000488
15:42:26,-0.000488
15:42:26,-0.000427
15:42:26,-0.000580
15:42:26,-0.000305
15:42:26,-0.000580
15:42:26,-0.000427
15:42:26,-0.000244
15:42:26,-0.000488
15:42:26,-0.000763
15:42:26,-0.000549
15:42:26,-0.000458
15:42:26,-0.000305
15:42:26,-0.000671
15:42:26,-0.000488
15:42:26,-0.000763
15:42:26,-0.000458
15:42:26,-0.000580
15:42:26,-0.000427
15:42:26,-0.000702
15:42:26,-0.000519
15:42:26,-0.000671
15:42:26,-0.000366
15:42:26,-0.001007
15:42:26,-0.000854
15:42:26,-0.000824
15:42:26,-0.000732
15:42:26,-0.000763
15:42:26,-0.000702
15:42:26,-0.000702
15:42:26,-0.000854
15:42:26,-0.000732
15:42:26,-0.000671
15:42:26,-0.000916
15:42:26,-0.000244
15:42:26,-0.000580
15:42:26,-0.000214
15:42:26,-0.000824
15:42:26,-0.000549
15:42:26,-0.000336
15:42:26,-0.000275
15:42:26,-0.000153
15:42:26,-0.000397
15:42:26,-0.000549
15:42:26,-0.000336
15:42:26,-0.000549
15:42:26,-0.000519
15:42:26,-0.000610
15:42:26,-0.000244
15:42:26,-0.000732
15:42:26,-0.000458
15:42:26,-0.000671
15:42:26,-0.000732
15:42:26,-0.000275
15:42:26,-0.000671
15:42:26,-0.000153
15:42:26,-0.000580
15:42:26,-0.000397
15:42:26,-0.000427
15:42:26,-0.000397
15:42:26,-0.000397
15:42:26,-0.000427
15:42:26,-0.000427
15:42:26,-0.000214
15:42:26,-0.000183
15:42:26,0.000031
15:42:26,-0.000427
15:42:26,0.000061
15:42:26,-0.000183
15:42:26,-0.000244
15:42:26,-0.000183
15:42:26,-0.000275
15:42:26,-0.000397
15:42:26,-0.000641
15:42:26,-0.000397
15:42:26,-0.000305
15:42:26,-0.000763
15:42:26,-0.000427
15:42:26,-0.000458
15:42:26,-0.000305
15:42:26,-0.000275
15:42:26,-0.000519
15:42:26,-0.000488
15:42:26,-0.000336
15:42:26,-0.000366
15:42:26,-0.000549
15:42:26,-0.000397
15:42:26,-0.000153
15:42:26,-0.000366
15:42:26,-0.000427
15:42:26,-0.000580
15:42:26,-0.000580
15:42:26,0.000061
15:42:26,-0.000366
15:42:26,-0.000183
15:42:26,-0.000183
15:42:26,-0.000153
15:42:26,-0.000305
15:42:26,-0.000153
15:42:26,0.000061
15:42:26,-0.000153
15:42:26,-0.000427
15:42:26,-0.000061
15:42:26,-0.000763
15:42:26,0.000031
15:42:26,-0.000610
15:42:26,-0.000122
15:42:26,-0.000610
15:42:26,-0.000336
15:42:26,-0.000641
15:42:26,-0.000427
15:42:26,-0.000458
15:42:26,-0.000549
15:42:26,-0.000549
15:42:26,-0.000366
15:42:26,-0.000580
15:42:26,-0.000061
15:42:26,-0.000641
15:42:26,-0.000305
15:42:26,-0.000671
15:42:26,-0.000305
15:42:26,-0.000153
15:42:26,-0.000305
15:42:26,-0.000336
15:42:26,-0.000183
15:42:26,-0.000549
15:42:26,-0.000092
15:42:26,-0.000580
15:42:26,0.000092
15:42:26,-0.000397
15:42:26,0.000000
15:42:26,-0.000275
15:42:26,-0.000305
15:42:26,-0.000366
15:42:26,0.000031
15:42:26,-0.000366
15:42:26,-0.000275
15:42:26,-0.000427
15:42:26,-0.000092
15:42:26,-0.000244
15:42:26,-0.000366
15:42:26,-0.000183
15:42:26,-0.000427
15:42:26,0.000580
15:42:26,0.000061
15:42:26,-0.000824
15:42:26,-0.000305
15:42:26,-0.000671
15:42:26,0.000366
15:42:26,-0.000824
15:42:26,-0.000336
15:42:26,-0.000366
15:42:26,-0.000092
15:42:26,-0.000092
15:42:26,-0.000061
15:42:26,-0.000214
15:42:26,0.000031
15:42:26,-0.000610
15:42:26,-0.000031
15:42:26,-0.000427
15:42:26,-0.000244
15:42:26,-0.000458
15:42:26,-0.000305
15:42:26,-0.000519
15:42:26,0.000000
15:42:26,-0.000458
15:42:26,0.000000
15:42:26,-0.000214
15:42:26,0.000031
15:42:26,-0.000214
15:42:26,0.000214
15:42:26,-0.000366
15:42:26,0.000000
15:42:26,-0.000305
15:42:26,-0.000214
15:42:26,-0.000305
15:42:26,-0.000092
15:42:26,-0.000336
15:42:26,-0.000061
15:42:26,-0.000153
15:42:26,-0.000031
15:42:26,-0.000397
15:42:26,-0.000061
15:42:26,-0.000427
15:42:26,0.000275
15:42:26,-0.000214
15:42:26,-0.000183
15:42:26,-0.000519
15:42:26,0.000092
15:42:26,-0.000061
15:42:26,-0.000092
15:42:26,-0.000458
15:42:26,-0.000153
15:42:26,-0.000458
15:42:26,-0.000305
15:42:26,-0.000458
15:42:26,0.000427
15:42:26,-0.000214
15:42:26,0.000031
15:42:26,-0.000092
15:42:26,-0.000214
15:42:26,-0.000549
15:42:26,0.000031
15:42:26,-0.000244
15:42:26,0.000122
15:42:26,-0.000153
15:42:26,-0.000031
15:42:26,-0.000092
15:42:26,-0.000305
15:42:26,-0.000366
15:42:26,-0.000214
15:42:26,-0.000305
15:42:26,0.000031
15:42:26,-0.000061
15:42:26,-0.000061
15:42:26,-0.000214
15:42:26,-0.000244
15:42:26,0.000061
15:42:26,0.000092
15:42:26,0.000061
15:42:26,0.000031
15:42:26,-0.000214
15:42:26,0.000092
15:42:26,0.000214
15:42:26,-0.000183
15:42:26,0.000000
15:42:26,-0.000214
15:42:26,0.000427
15:42:26,-0.000244
15:42:26,0.000153
15:42:26,-0.000366
15:42:26,-0.000244
15:42:26,0.000366
15:42:26,-0.000214
15:42:26,-0.000183
15:42:26,0.000092
15:42:26,-0.000122
15:42:26,0.000153
15:42:26,-0.000183
15:42:26,0.000061
15:42:26,-0.000153
15:42:26,0.000214
15:42:26,-0.000336
15:42:26,0.000061
15:42:26,-0.000183
15:42:26,-0.000366
15:42:26,-0.000336
15:42:26,-0.000183
15:42:26,-0.000366
15:42:26,-0.000183
15:42:26,-0.000153
15:42:26,0.000214
15:42:26,-0.000275
15:42:26,0.000153
15:42:26,-0.000061
15:42:26,0.000122
15:42:26,0.000214
15:42:26,-0.000092
15:42:26,0.000000
15:42:26,0.000061
15:42:26,0.000366
15:42:26,0.000305
15:42:26,0.000092
15:42:26,0.000061
15:42:26,0.000092
15:42:26,0.000122
15:42:26,0.000427
15:42:26,-0.000366
15:42:26,0.000427
15:42:26,0.000092
15:42:26,0.000305
15:42:26,0.000183
15:42:26,0.000275
15:42:26,0.000122
15:42:26,0.000031
15:42:26,0.000336
15:42:26,0.000000
15:42:26,-0.000153
15:42:26,0.000153
15:42:26,-0.000061
15:42:26,0.000061
15:42:26,-0.000122
15:42:26,0.000122
15:42:26,-0.000061
15:42:26,0.000244
15:42:26,-0.000061
15:42:26,0.000092
15:42:26,0.000031
15:42:26,0.000092
15:42:26,-0.000122
15:42:26,0.000122
15:42:26,-0.000214
15:42:26,0.000122
15:42:26,-0.000092
15:42:26,-0.000122
15:42:26,0.000122
15:42:26,0.000000
15:42:26,0.000122
15:42:26,0.000488
15:42:26,0.000214
15:42:26,0.000153
15:42:26,0.000336
15:42:26,0.000336
15:42:26,0.000366
15:42:26,0.000305
15:42:26,0.000458
15:42:26,0.000275
15:42:26,0.000488
15:42:26,0.000854
15:42:26,0.000153
15:42:26,0.000061
15:42:26,0.000336
15:42:26,0.000214
15:42:26,0.000458
15:42:26,0.000305
15:42:26,-0.000031
15:42:26,0.000061
15:42:26,-0.000031
15:42:26,-0.000397
15:42:26,0.000122
15:42:26,-0.000061
15:42:26,0.000214
15:42:26,0.000244
15:42:26,0.000397
15:42:26,0.000275
15:42:26,0.000366
15:42:26,-0.000031
15:42:26,0.000519
15:42:26,0.000305
15:42:26,0.000763
15:42:26,0.000092
15:42:26,0.000427
15:42:26,0.000427
15:42:26,0.000854
15:42:26,0.000519
15:42:26,0.000885
15:42:26,0.000336
15:42:26,0.000488
15:42:26,0.000336
15:42:26,0.000397
15:42:26,0.000122
15:42:26,0.001038
15:42:26,0.000122
15:42:26,0.000519
15:42:26,0.000366
15:42:26,0.000671
15:42:26,0.000702
15:42:26,0.000641
15:42:26,0.000458
15:42:26,0.000854
15:42:26,0.000305
15:42:26,0.000793
15:42:26,0.000549
15:42:26,0.000824
15:42:26,0.000732
15:42:26,0.000732
15:42:26,0.000549
15:42:26,0.000854
15:42:26,0.000366
15:42:26,0.000977
15:42:26,0.000366
15:42:26,0.000854
15:42:26,0.000336
15:42:26,0.000854
15:42:26,0.000549
15:42:26,0.000885
15:42:26,0.000488
15:42:26,0.000946
15:42:26,0.000397
15:42:26,0.000702
15:42:26,0.000580
15:42:26,0.000671
15:42:26,0.000641
15:42:26,0.000824
15:42:26,0.000488
15:42:26,0.000427
15:42:26,0.000610
15:42:26,0.000610
15:42:26,0.000702
15:42:26,0.000702
15:42:26,0.000458
15:42:26,0.000702
15:42:26,0.000549
15:42:26,0.000641
15:42:26,0.000610
15:42:26,0.000885
15:42:26,0.000427
15:42:26,0.000854
15:42:26,0.000519
15:42:26,0.000580
15:42:26,0.000397
15:42:26,0.000793
15:42:26,0.000305
15:42:26,0.000458
15:42:26,0.000763
15:42:26,0.000641
15:42:26,0.000519
15:42:26,0.000366
15:42:26,0.000610
15:42:26,0.000397
15:42:26,0.000275
15:42:26,0.000580
15:42:26,0.000671
15:42:26,0.000610
15:42:26,0.000488
15:42:26,0.000580
15:42:26,0.000580
15:42:26,0.000366
15:42:26,0.000366
15:42:26,0.000427
15:42:26,0.000275
15:42:26,0.000427
15:42:26,0.000549
15:42:26,0.000427
15:42:26,0.000549
15:42:26,0.000427
15:42:26,0.000793
15:42:26,0.000214
15:42:26,0.000763
15:42:26,0.000519
15:42:26,0.000702
15:42:26,0.000610
15:42:26,0.000580
15:42:26,0.000763
15:42:26,0.000763
15:42:26,0.000854
15:42:26,0.000854
15:42:26,0.000427
15:42:26,0.000824
15:42:26,0.000885
15:42:26,0.001068
15:42:26,0.001099
15:42:26,0.000977
15:42:26,0.000641
15:42:26,0.000793
15:42:26,0.000580
15:42:26,0.001007
15:42:26,0.000610
15:42:26,0.000763
15:42:26,0.000732
15:42:26,0.001038
15:42:26,0.000824
15:42:26,0.001007
15:42:26,0.001099
15:42:26,0.001129
15:42:26,0.001068
15:42:26,0.001099
15:42:26,0.000916
15:42:26,0.000946
15:42:26,0.001221
15:42:26,0.000946
15:42:26,0.000885
15:42:26,0.000977
15:42:26,0.000763
15:42:26,0.000671
15:42:26,0.000824
15:42:26,0.000824
15:42:26,0.000854
15:42:26,0.000427
15:42:26,0.000824
15:42:26,0.000305
15:42:26,0.000671
15:42:26,0.000671
15:42:26,0.000824
15:42:26,0.000549
15:42:26,0.000336
15:42:26,0.000397
15:42:26,0.000824
15:42:26,0.000580
15:42:26,0.000397
15:42:26,0.000336
15:42:26,0.000946
15:42:26,0.000824
15:42:26,0.000854
15:42:26,0.000366
15:42:26,0.000580
15:42:26,0.000793
15:42:26,0.000610
15:42:26,0.000702
15:42:26,0.000854
15:42:26,0.000793
15:42:26,0.000244
15:42:26,0.000732
15:42:26,0.000732
15:42:26,0.000427
15:42:26,0.000519
15:42:26,0.000366
15:42:26,0.000458
15:42:26,0.000519
15:42:26,0.000244
15:42:26,0.000458
15:42:26,0.000763
15:42:26,0.000458
15:42:26,0.000488
15:42:26,0.000519
15:42:26,0.000244
15:42:26,0.000793
15:42:26,0.000366
15:42:26,0.000732
15:42:26,0.000763
15:42:26,0.000946
15:42:26,0.000702
15:42:26,0.000824
15:42:26,0.000549
15:42:26,0.000824
15:42:26,0.000854
15:42:26,0.000946
15:42:26,0.000519
15:42:26,0.001038
15:42:26,0.000671
15:42:26,0.001068
15:42:26,0.000732
15:42:26,0.000824
15:42:26,0.000366
15:42:26,0.001099
15:42:26,0.000610
15:42:26,0.000610
15:42:26,0.000275
15:42:26,0.000641
15:42:26,0.000427
15:42:26,0.000488
15:42:26,0.000336
15:42:26,0.000610
15:42:26,0.000153
15:42:26,0.000488
15:42:26,0.000488
15:42:26,0.000641
15:42:26,0.000305
15:42:26,0.000854
15:42:26,0.000153
15:42:26,0.000458
15:42:26,0.000244
15:42:26,0.000397
15:42:26,0.000336
15:42:26,0.000519
15:42:26,0.000183
15:42:26,0.000793
15:42:26,0.000519
15:42:26,0.000641
15:42:26,0.000458
15:42:26,0.000671
15:42:26,0.000244
15:42:26,0.000641
15:42:26,0.000244
15:42:26,0.000549
15:42:26,0.000153
15:42:26,0.000397
15:42:26,-0.000061
15:42:26,0.000610
15:42:26,0.000061
15:42:26,0.000366
15:42:26,0.000305
15:42:26,0.000244
15:42:26,0.000366
15:42:26,0.000854
15:42:26,0.000214
15:42:26,0.000702
15:42:26,0.000458
15:42:26,0.000671
15:42:26,0.000366
15:42:26,0.000366
15:42:26,0.000244
15:42:26,0.000763
15:42:26,0.000366
15:42:26,0.000641
15:42:26,0.000183
15:42:26,0.000641
15:42:26,0.000519
15:42:26,0.000488
15:42:26,0.000305
15:42:26,0.000671
15:42:26,0.000214
15:42:26,0.000549
15:42:26,0.000244
15:42:26,0.000305
15:42:26,0.000214
15:42:26,0.000366
15:42:26,0.000183
15:42:26,0.000214
15:42:26,0.000061
15:42:26,0.000549
15:42:26,0.000183
15:42:26,0.000458
15:42:26,0.000305
15:42:26,0.000397
15:42:26,0.000153
15:42:26,0.000519
15:42:26,0.000763
15:42:26,0.000641
15:42:26,0.000305
15:42:26,0.000671
15:42:26,0.000305
15:42:26,0.000702
15:42:26,0.000397
15:42:26,0.000610
15:42:26,0.000610
15:42:26,0.000763
15:42:26,0.000427
15:42:26,0.000854
15:42:26,0.000366
15:42:26,0.000580
15:42:26,0.000366
15:42:26,0.000214
15:42:26,0.000214
15:42:26,0.000458
15:42:26,0.000000
15:42:26,0.000397
15:42:26,0.000275
15:42:26,0.000214
15:42:26,0.000153
15:42:26,0.000092
15:42:26,-0.000061
15:42:26,0.000397
15:42:26,0.000092
15:42:26,0.000275
15:42:26,0.000183
15:42:26,0.000305
15:42:26,0.000244
15:42:26,0.000214
15:42:26,0.000183
15:42:26,0.000275
15:42:26,0.000122
15:42:26,0.000244
15:42:26,0.000366
15:42:26,0.000275
15:42:26,0.000122
15:42:26,0.000000
15:42:26,0.000244
15:42:26,0.000000
15:42:26,0.000153
15:42:26,0.000031
15:42:26,0.000092
15:42:26,-0.000092
15:42:26,0.000031
15:42:26,-0.000031
15:42:26,0.000122
15:42:26,-0.000153
15:42:26,-0.000092
15:42:26,0.000031
15:42:26,0.000427
15:42:26,0.000153
15:42:26,0.000305
15:42:26,-0.000061
15:42:26,-0.000031
15:42:26,0.000031
15:42:26,0.000214
15:42:26,0.000092
15:42:26,0.000092
15:42:26,-0.000214
15:42:26,0.000092
15:42:26,-0.000092
15:42:26,0.000061
15:42:26,0.000031
15:42:26,-0.000122
15:42:26,-0.000031
15:42:26,-0.000183
15:42:26,-0.000031
15:42:26,-0.000153
15:42:26,0.000214
15:42:26,0.000061
15:42:26,0.000122
15:42:26,-0.000183
15:42:26,0.000153
15:42:26,0.000183
15:42:26,-0.000214
15:42:26,-0.000214
15:42:26,0.000122
15:42:26,0.000061
15:42:26,0.000153
15:42:26,0.000214
15:42:26,0.000031
15:42:26,-0.000092
15:42:26,0.000183
15:42:26,0.000000
15:42:26,0.000000
15:42:26,-0.000183
15:42:26,0.000305
15:42:26,-0.000336
15:42:26,-0.000214
15:42:26,-0.000153
15:42:26,0.000031
15:42:26,0.000061
15:42:26,0.000336
15:42:26,0.000214
15:42:26,0.000153
15:42:26,-0.000061
15:42:26,0.000122
15:42:26,0.000153
15:42:26,0.000397
15:42:26,0.000031
15:42:26,0.000427
15:42:26,0.000275
15:42:26,0.000427
15:42:26,0.000305
15:42:26,0.000061
15:42:26,0.000366
15:42:26,0.000397
15:42:26,0.000519
15:42:26,0.000122
15:42:26,-0.000092
15:42:26,0.000153
15:42:26,0.000336
15:42:26,0.000275
15:42:26,0.000824
15:42:26,0.000397
15:42:26,0.000122
15:42:26,0.000366
15:42:26,0.000275
15:42:26,-0.000061
15:42:26,-0.000061
15:42:26,0.000122
15:42:26,0.000061
15:42:26,0.000183
15:42:26,0.000214
15:42:26,0.000031
15:42:26,0.000122
15:42:26,0.000061
15:42:26,0.000092
15:42:26,0.000153
15:42:26,0.000244
15:42:26,-0.000061
15:42:26,-0.000153
15:42:26,-0.000061
15:42:26,0.000458
15:42:26,0.000305
15:42:26,0.000305
15:42:26,0.000061
15:42:26,0.000397
15:42:26,0.000305
15:42:26,0.000305
15:42:26,0.000092
15:42:26,0.000397
15:42:26,0.000519
15:42:26,-0.000031
15:42:26,0.000061
15:42:26,0.000336
15:42:26,-0.000031
15:42:26,0.000336
15:42:26,-0.000519
15:42:26,-0.000031
15:42:26,0.000214
15:42:26,0.000031
15:42:26,-0.000183
15:42:26,-0.000244
15:42:26,-0.000244
15:42:26,-0.000031
15:42:26,-0.000305
15:42:26,-0.000244
15:42:26,-0.000153
15:42:26,-0.000061
15:42:26,-0.000061
15:42:26,0.000092
15:42:26,-0.000214
15:42:26,-0.000366
15:42:26,0.000275
15:42:26,-0.000122
15:42:26,0.000427
15:42:26,0.000092
15:42:26,-0.000336
15:42:26,-0.000092
15:42:26,0.000000
15:42:26,0.000092
15:42:26,-0.000183
15:42:26,0.000031
15:42:26,-0.000183
15:42:26,-0.000122
15:42:26,-0.000122
15:42:26,0.000031
15:42:26,-0.000214
15:42:26,0.000183
15:42:26,-0.000092
15:42:26,-0.000183
15:42:26,0.000244
15:42:26,-0.000336
15:42:26,-0.000519
15:42:26,-0.000336
15:42:26,-0.000244
15:42:26,-0.000488
15:42:26,-0.000336
15:42:26,0.000000
15:42:26,-0.000397
15:42:26,-0.000671
15:42:26,-0.000488
15:42:26,0.000092
15:42:26,-0.000488
15:42:26,0.000214
15:42:26,-0.000122
15:42:26,-0.000427
15:42:26,-0.000122
15:42:26,0.000061
15:42:26,-0.000397
15:42:26,-0.000275
15:42:26,-0.000336
15:42:26,0.000244
15:42:26,-0.000244
15:42:26,-0.000244
15:42:26,-0.000031
15:42:26,-0.000031
15:42:26,-0.000061
15:42:26,-0.000183
15:42:26,-0.000092
15:42:26,-0.000397
15:42:26,0.000183
15:42:26,-0.000031
15:42:26,0.000122
15:42:26,0.000031
15:42:26,-0.000061
15:42:26,0.000122
15:42:26,-0.000183
15:42:26,-0.000092
15:42:26,-0.000153
15:42:26,-0.000336
15:42:26,-0.000397
15:42:26,-0.000427
15:42:26,-0.000183
15:42:26,-0.000275
15:42:26,0.000092
15:42:26,-0.000549
15:42:26,-0.000488
15:42:26,-0.000305
15:42:26,-0.000366
15:42:26,-0.000275
15:42:26,-0.000977
15:42:26,-0.000793
15:42:26,-0.000916
15:42:26,-0.000641
15:42:26,-0.000549
15:42:26,-0.000610
15:42:26,-0.000214
15:42:26,-0.001099
15:42:26,-0.000732
15:42:26,-0.000641
15:42:26,-0.000610
15:42:26,-0.000366
15:42:26,-0.000641
15:42:26,-0.000641
15:42:26,-0.000641
15:42:26,-0.000305
15:42:26,-0.000244
15:42:26,-0.000610
15:42:26,-0.000244
15:42:26,-0.000397
15:42:26,-0.000610
15:42:26,-0.000549
15:42:26,-0.000641
15:42:26,-0.000458
15:42:26,-0.000366
15:42:26,-0.000366
15:42:26,-0.000458
15:42:26,-0.000641
15:42:26,-0.000305
15:42:26,-0.000519
15:42:26,-0.000427
15:42:26,-0.000366
15:42:26,-0.000519
15:42:26,-0.000519
15:42:26,-0.000580
15:42:26,-0.000519
15:42:26,-0.000519
15:42:26,-0.000397
15:42:26,-0.000671
15:42:26,-0.000549
15:42:26,-0.000763
15:42:26,-0.000305
15:42:26,-0.000427
15:42:26,-0.000671
15:42:26,-0.000549
15:42:26,-0.000305
15:42:26,-0.000366
15:42:26,-0.000549
15:42:26,-0.000580
15:42:26,-0.000671
15:42:26,-0.000305
15:42:26,-0.000427
15:42:26,0.000000
15:42:26,-0.000244
15:42:26,-0.000458
15:42:26,-0.000214
15:42:26,-0.000275
15:42:26,-0.000549
15:42:26,-0.000763
15:42:26,-0.000427
15:42:26,-0.000214
15:42:26,-0.000580
15:42:26,-0.000336
15:42:26,-0.000458
15:42:26,-0.000122
15:42:26,-0.000275
15:42:26,-0.000671
15:42:26,-0.000488
15:42:26,0.000122
15:42:26,-0.000122
15:42:26,-0.000824
15:42:26,-0.000458
15:42:26,-0.000061
15:42:26,-0.000153
15:42:26,-0.000122
15:42:26,-0.000549
15:42:26,-0.000610
15:42:26,-0.000732
15:42:26,-0.000488
15:42:26,-0.000427
15:42:26,-0.000610
15:42:26,-0.000244
15:42:26,-0.000854
15:42:26,-0.000336
15:42:26,-0.000793
15:42:26,-0.000549
15:42:26,-0.000793
15:42:26,-0.000458
15:42:26,-0.000549
15:42:26,-0.000488
15:42:26,-0.000549
15:42:26,-0.001099
15:42:26,-0.000793
15:42:26,-0.000488
15:42:26,-0.000519
15:42:26,-0.000946
15:42:26,-0.000824
15:42:26,-0.000610
15:42:26,-0.000580
15:42:26,-0.000610
15:42:26,-0.001007
15:42:26,-0.000519
15:42:26,-0.000885
15:42:26,-0.000732
15:42:26,-0.000763
15:42:26,-0.000671
15:42:26,-0.000916
15:42:26,-0.000671
15:42:26,-0.000946
15:42:26,-0.000793
15:42:26,-0.000916
15:42:26,-0.000397
15:42:26,-0.000549
15:42:26,-0.000671
15:42:26,-0.000732
15:42:26,-0.000275
15:42:26,-0.000610
15:42:26,-0.000580
15:42:26,-0.000702
15:42:26,-0.000488
15:42:26,-0.000122
15:42:26,-0.000397
15:42:26,-0.000275
15:42:26,-0.000244
15:42:26,-0.000763
15:42:26,-0.000153
15:42:26,-0.000366
15:42:26,-0.000427
15:42:26,-0.000305
15:42:26,-0.000275
15:42:26,-0.000580
15:42:26,-0.000671
15:42:26,-0.000397
15:42:26,-0.000671
15:42:26,-0.000214
15:42:26,-0.000305
15:42:26,-0.000641
15:42:26,-0.000366
15:42:26,-0.000244
15:42:26,-0.000488
15:42:26,-0.000671
15:42:26,-0.000732
15:42:26,-0.000366
15:42:26,-0.000397
15:42:26,-0.000427
15:42:26,-0.000183
15:42:26,-0.000275
15:42:26,-0.000244
15:42:26,-0.000397
15:42:26,-0.000214
15:42:26,-0.000427
15:42:26,-0.000183
15:42:26,-0.000488
15:42:26,-0.000549
15:42:26,-0.000031
15:42:26,-0.000366
15:42:26,-0.000366
15:42:26,-0.000366
15:42:26,-0.000366
15:42:26,-0.000427
15:42:26,-0.000580
15:42:26,-0.000519
15:42:26,-0.000824
15:42:26,-0.000488
15:42:26,-0.000732
15:42:26,-0.000488
15:42:26,-0.000671
15:42:26,-0.000336
15:42:26,-0.000427
15:42:26,-0.000244
15:42:26,-0.000671
15:42:26,-0.000519
15:42:26,-0.000732
15:42:26,-0.000397
15:42:26,-0.000275
15:42:26,-0.000275
15:42:26,-0.000397
15:42:26,-0.000427
15:42:26,-0.000641
15:42:26,-0.000061
15:42:26,-0.000641
15:42:26,-0.000031
15:42:26,-0.000366
15:42:26,-0.000244
15:42:26,-0.000488
15:42:26,-0.000183
15:42:26,-0.000427
15:42:26,-0.000305
15:42:26,-0.000671
15:42:26,-0.000183
15:42:26,-0.000305
15:42:26,-0.000549
15:42:26,-0.000580
15:42:26,-0.000122
15:42:26,-0.000488
15:42:26,-0.000488
15:42:26,-0.000397
15:42:26,-0.000519
15:42:26,-0.000305
15:42:26,-0.000732
15:42:26,-0.000427
15:42:26,-0.000549
15:42:26,-0.000519
15:42:26,-0.000275
15:42:26,-0.000275
15:42:26,-0.000366
15:42:26,-0.000061
15:42:26,-0.000275
15:42:26,-0.000305
15:42:26,-0.000214
15:42:26,-0.000458
15:42:26,-0.000183
15:42:26,-0.000031
15:42:26,-0.000549
15:42:26,-0.000519
15:42:26,-0.000549
15:42:26,-0.000031
15:42:26,-0.000336
15:42:26,-0.000061
15:42:26,-0.000671
15:42:26,-0.000519
15:42:26,-0.000336
15:42:26,-0.000214
15:42:26,-0.000458
15:42:26,-0.000397
15:42:26,-0.000305
15:42:26,-0.000092
15:42:26,-0.000214
15:42:26,-0.000183
15:42:26,-0.000641
15:42:26,-0.000244
15:42:26,-0.000061
15:42:26,-0.000397
15:42:26,-0.000244
15:42:26,-0.000366
15:42:26,-0.000153
15:42:26,-0.000458
15:42:26,-0.000092
15:42:26,-0.000214
15:42:26,-0.000458
15:42:26,-0.000671
15:42:26,-0.000427
15:42:26,-0.000336
15:42:26,-0.000549
15:42:26,-0.000275
15:42:26,-0.000305
15:42:26,-0.000580
15:42:26,-0.000519
15:42:26,-0.000519
15:42:26,-0.000427
15:42:26,-0.000336
15:42:26,-0.000061
15:42:26,-0.000275
15:42:26,-0.000458
15:42:26,-0.000732
15:42:26,-0.000153
15:42:26,-0.000641
15:42:26,-0.000183
15:42:26,-0.000702
15:42:26,-0.000183
15:42:26,-0.000610
15:42:26,-0.000244
15:42:26,-0.000458
15:42:26,-0.000336
15:42:26,-0.000366
15:42:26,-0.000214
15:42:26,-0.000610
15:42:26,-0.000183
15:42:26,-0.000122
15:42:26,-0.000092
15:42:26,-0.000031
15:42:26,-0.000183
15:42:26,-0.000427
15:42:26,-0.000122
15:42:26,-0.000305
15:42:26,0.000214
15:42:26,-0.000153
15:42:26,0.000061
15:42:26,-0.000214
15:42:26,-0.000122
15:42:26,-0.000122
15:42:26,0.000153
15:42:26,0.000763
15:42:26,-0.000183
15:42:26,-0.000153
15:42:26,0.000122
15:42:26,-0.000092
15:42:26,0.000153
15:42:26,-0.000366
15:42:26,0.000061
15:42:26,-0.000122
15:42:26,-0.000031
15:42:26,-0.000488
15:42:26,0.000031
15:42:26,-0.000214
15:42:26,-0.000275
15:42:26,-0.000275
15:42:26,-0.000305
15:42:26,-0.000305
15:42:26,-0.000214
15:42:26,-0.000549
15:42:26,-0.000275
15:42:26,-0.000122
15:42:26,-0.000214
15:42:26,-0.000366
15:42:26,-0.000244
15:42:26,-0.000031
15:42:26,0.000275
15:42:26,-0.000183
15:42:26,-0.000061
15:42:26,-0.000183
15:42:26,0.000092
15:42:26,-0.000153
15:42:26,-0.000092
15:42:26,-0.000122
15:42:26,0.000031
15:42:26,-0.000305
15:42:26,0.000183
15:42:26,-0.000122
15:42:26,0.000000
15:42:26,-0.000275
15:42:26,0.000031
15:42:26,-0.000183
15:42:26,0.000488
15:42:26,-0.000427
15:42:26,0.000275
15:42:26,-0.000031
15:42:26,-0.000092
15:42:26,0.000122
15:42:26,-0.000153
15:42:26,-0.000244
15:42:26,-0.000214
15:42:26,-0.000641
15:42:26,-0.000061
15:42:26,-0.000488
15:42:26,-0.000397
15:42:26,-0.000702
15:42:26,-0.000488
15:42:26,-0.000519
15:42:26,-0.000305
15:42:26,-0.000519
15:42:26,-0.000336
15:42:26,-0.000610
15:42:26,-0.000336
15:42:26,-0.000336
15:42:26,0.000000
15:42:26,-0.000244
15:42:26,-0.000183
15:42:26,-0.000458
15:42:26,0.000061
15:42:26,-0.000153
15:42:26,-0.000275
15:42:26,-0.000214
15:42:26,-0.000336
15:42:26,0.000000
15:42:26,-0.000092
15:42:26,-0.000397
15:42:26,-0.000153
15:42:26,-0.000488
15:42:26,-0.000275
15:42:26,-0.000366
15:42:26,-0.000305
15:42:26,-0.000366
15:42:26,-0.000854
15:42:26,-0.000092
15:42:26,-0.000183
15:42:26,-0.000336
15:42:26,-0.000366
15:42:26,-0.000092
15:42:26,-0.000275
15:42:26,-0.000183
15:42:26,-0.000122
15:42:26,-0.000244
